transType,value,input,context
New-Order,409.5537652583999,"6,2,558,0,72787,10,80917,8,76629,2,72784,10,86758,4","12,8956.549999999925,480087,19537.536984400776"
New-Order,1145.6299152598997,"4,8,2663,0,36884,1,36623,10,38678,10,49013,8,27925,3","9,8218.6699999999,480090,19537.484698285767"
Stock-Level,2608.6129999999994,"8,9","7,888.199999999872,480078,19537.871284166344"
Stock-Level,15864.295999999998,"15,2","8,4900.343749999887,480079,19537.832173871404"
New-Order,14123.018438811798,"8,1,1149,0,16830,9,2573,3,19678,8,8998,2,18446,4,13662,7,11054,3,2598,2,12254,8","6,5124.433333333183,480093,19537.452639863557"
Payment,1355.5755,,"12,8956.549999999925,480087,19537.536984400776"
Payment,725.2416000000001,,"7,5290.545714285585,480086,19537.573452860557"
Payment,2498.4368999999997,,"5,5838.621999999819,480095,19537.443021422874"
Payment,610.6428,,"10,7864.887999999911,480089,19537.51564387023"
New-Order,678.9900379877998,"6,3,1507,0,89022,5,88150,5,80908,6,93270,10,62486,10,80465,9,88660,4,88862,8","6,5124.433333333183,480093,19537.452639863557"
New-Order,329.0407882082999,"15,3,2526,0,76742,2,97334,3,97204,6,79406,1,84690,4,87316,3,92206,10","11,6318.3954545453735,480086,19537.573452860557"
New-Order,1042.78057045428,"6,4,1663,0,61974,5,78789,7,80854,2,80821,10,84686,1,63408,10,72630,2,96950,8,65413,7,70398,7,71762,3","7,4898.931428571299,480095,19537.443021422874"
New-Order,6992.650819598078,"3,8,2487,0,13434,9,4518,5,19932,6,13790,2,13530,6","7,4898.931428571299,480095,19537.443021422874"
Payment,14176.279799999998,,"6,8740.003333333181,480098,19537.33271284199"
New-Order,13208.214548910146,"13,3,2677,0,13662,9,13724,4,2724,5,12630,6,4710,10,2721,2,2468,2,13790,1,12634,5,11566,6","6,8740.003333333181,480098,19537.33271284199"
New-Order,13763.032177639501,"13,5,1655,0,16822,1,2965,9,3358,4,2598,1,2978,6,8997,4,13404,2,2646,6,13776,8,9504,1,1830,1,13405,6,13654,9,2964,8","5,10337.227999999817,480099,19537.29358871819"
Payment,3374.3952,,"8,4517.1212499998865,480095,19537.443021422874"
Payment,649.2879,,"10,7864.887999999911,480089,19537.51564387023"
New-Order,23180.39287856824,"15,6,1622,0,5795,5,2942,10,9136,8,19294,4,1830,8,13720,5,11092,5,17756,4,17118,8,2722,7","7,7600.381428571299,480099,19537.29358871819"
New-Order,1103.8523390579999,"15,9,2157,0,76581,4,72502,9,70486,8,92118,6,72789,8,97110,7,64481,2,66507,10,65298,7,71494,8,80950,8,84941,3,70719,4,72717,9,77909,3","8,4517.1212499998865,480095,19537.443021422874"
New-Order,329.0418587752799,"4,10,578,0,77074,8,66528,1,80690,3,71510,6,89014,10,80242,2","6,8740.003333333181,480098,19537.33271284199"
Order-Status,4298.850000000001,"4,1,0,ESECALLYESE","8,13330.397499999888,480102,19537.21830723474"
Stock-Level,5142.81,"1,2","12,8778.518333333259,480086,19537.573452860557"
New-Order,22413.346400484057,"3,10,1663,0,8522,10,8654,3,13214,7,7068,5,9090,9,5021,6,7055,7,12686,8,2461,3","9,7566.877777777677,480099,19537.29358871819"
Payment,868.8707999999999,,"5,5838.621999999819,480095,19537.443021422874"
Payment,851.9580000000002,,"11,13196.981818181737,480102,19537.21830723474"
Payment,762.4449,,"6,8789.656666666515,480099,19537.29358871819"
New-Order,1323.21194461995,"15,5,183,0,31758,1,56836,8,57366,8,40448,7,21462,7","8,13330.397499999888,480102,19537.21830723474"
New-Order,3015.3260533286793,"6,8,99,0,56723,9,45845,1,23250,7,21200,2,55605,6,39758,4,40785,5,40942,6,53204,10,49142,9,57334,8,21422,3","8,6830.717499999886,480099,19537.29358871819"
New-Order,4180.609997600401,"8,5,706,0,48138,9,30230,7,30742,8,57108,1,45846,8,32753,10,28693,1,44529,9,21458,5,52756,3,56270,5,47636,7","6,5124.433333333183,480093,19537.452639863557"
New-Order,14872.547908192799,"4,8,1661,0,2954,4,12765,10,19790,5,2950,10,2173,4,9459,5,1922,9","11,13196.981818181737,480102,19537.21830723474"
New-Order,895.0731412167999,"13,4,194,0,91216,3,88302,4,62093,3,91029,7,80202,10,63366,3,69718,9,96310,7,85899,7,72166,6,86866,1","9,8492.709999999897,480100,19537.289348531584"
Order-Status,257.94,"6,9,1499,null","9,19305.08222222212,480105,19537.102611949496"
New-Order,4746.37002970984,"1,6,702,0,32198,9,28582,6,45039,9,54574,1,40974,5,55061,6,32516,2,38422,9,32484,2,23510,4,36182,4,25404,3,42453,10,30613,8,39874,7","11,13196.981818181737,480102,19537.21830723474"
Delivery,11391.02,"3,0,0","12,14734.292499999925,480102,19537.21830723474"
Payment,1168.8866999999998,,"9,8492.709999999897,480100,19537.289348531584"
Payment,20925.596700000002,,"9,15831.37111111101,480102,19537.21830723474"
New-Order,862.22472241752,"15,4,1645,0,64648,8,88901,1,81966,10,88917,3,86357,10,93120,5,99334,8,80886,2,88917,5,70206,3,65034,4,66576,5,64534,2,65557,2,65542,9","10,17536.10899999991,480105,19537.102611949496"
New-Order,15502.343073307997,"11,6,2687,0,16190,3,2914,3,10678,2,2981,10,10902,6,17822,7,11094,1,19420,5,2268,1,2944,2","10,17468.70299999991,480104,19537.141344833646"
New-Order,765.86041118412,"6,6,1471,0,78866,3,83028,1,88626,10,89109,4,91053,7,97362,1,91082,10,76597,1,65365,7,65294,2,71218,5,97361,7,77902,10,67658,2","11,16285.923636363555,480105,19537.102611949496"
New-Order,11670.092003178,"13,6,1274,0,2470,6,19910,1,2918,5,11741,9,2460,5,9534,7,13468,3,13779,5,12485,2,13716,1","14,15095.127142857078,480105,19537.102611949496"
New-Order,35967.853953024,"4,3,2654,0,14806,9,17882,3,13556,10,19410,9,14651,7,2715,7,13774,9,8614,1,16632,10,2973,10,2486,1,17083,10","9,19305.08222222212,480105,19537.102611949496"
Stock-Level,2599.687999999999,"8,9","8,4517.1212499998865,480095,19537.443021422874"
New-Order,26832.267108459124,"8,6,423,0,6822,3,2852,2,11214,1,10702,3,1958,5,11068,9,17886,5,2980,3,7002,8,17685,1,1910,2,6804,5,13176,6,9398,5,4254,2","14,15095.127142857078,480105,19537.102611949496"
New-Order,1218.0117337919999,"3,4,2685,0,80662,10,89660,9,75829,9,84053,8,65247,7,80717,2,85013,4,79874,10","15,14454.629999999941,480105,19537.102611949496"
New-Order,2861.1889648372803,"8,3,2655,0,21108,3,37782,8,24470,5,25554,7,24532,2,57328,4,25526,5,31590,5,45058,6,48140,7,54998,6","15,14081.353333333274,480107,19537.07804020773"
Payment,639.3168,,"15,14454.629999999941,480105,19537.102611949496"
New-Order,1498.4508851121595,"15,2,1630,0,32262,7,25525,6,48270,5,37814,10,28641,10,49170,7,57104,9,30086,6","14,13627.774999999936,480107,19537.07804020773"
Payment,4153.477500000001,,"10,11161.06899999991,480100,19537.289348531584"
Delivery,3219.3025000000002,"4,0,0","19,16466.58210526311,480107,19537.07804020773"
New-Order,1376.6589454799998,"6,4,1543,0,54410,6,25870,10,56324,1,48880,8,57205,7","14,15095.127142857078,480105,19537.102611949496"
New-Order,29414.500376884695,"6,3,1655,0,2899,3,8598,1,18397,1,2821,6,2946,3,17882,2,9690,10,12885,2,19282,8,2822,5,13714,9,4517,10,2236,7,9562,4,18938,2","16,13302.421249999945,480107,19537.07804020773"
Payment,21324.789000000004,,"17,13945.154705882302,480107,19537.07804020773"
New-Order,1352.9388521879998,"15,8,2939,0,79890,7,65542,1,86990,7,91154,1,97198,10,85043,9,87638,9,64467,9,82197,9,95174,2,78422,7,60874,10,80892,9,61458,6,72710,5","13,14580.177692307623,480107,19537.07804020773"
New-Order,322.821209529,"11,7,2621,0,95186,2,97302,3,62724,2,95244,1,89030,6,65550,10,95211,5,90890,6,91221,1,79698,5","15,14081.353333333274,480107,19537.07804020773"
New-Order,578.3783937422401,"8,4,1398,0,95806,10,64384,7,97236,4,64246,4,91717,8,92213,7","18,15695.502777777729,480107,19537.07804020773"
New-Order,14663.53752133368,"3,1,2137,0,2148,6,13758,2,15786,4,12318,8,13214,3,2962,8,17878,6,13662,7,8798,4","20,15715.024499999956,480107,19537.07804020773"
Stock-Level,15864.295999999998,"15,2","10,14457.96599999991,480102,19537.21830723474"
New-Order,3347.0636193484,"1,2,1636,0,44564,9,48150,10,22646,3,29076,8,47494,7,49134,3,48532,8,56325,10,49154,8","20,15763.757499999956,480109,19537.008978544483"
New-Order,1202.48262680238,"8,3,199,0,48148,6,48069,3,31874,3,29180,2,28564,7,31732,1,56713,9,20406,6,56690,5","19,16466.58210526311,480107,19537.07804020773"
New-Order,350.90431808669996,"11,5,1495,0,87558,2,63221,5,93617,7,92502,5,64509,10,72246,9,93270,9,80978,6,84748,7","24,14003.032083333295,480110,19537.02312090982"
New-Order,446.2600799663999,"13,9,2609,0,80676,3,72117,3,65652,6,80342,3,99238,2,93137,4,76309,7,89076,5","20,15763.757499999956,480109,19537.008978544483"
Payment,1168.8866999999998,,"13,16159.883076923008,480105,19537.102611949496"
Payment,3027.537,,"20,15763.757499999956,480109,19537.008978544483"
Payment,762.4449,,"6,8740.003333333181,480098,19537.33271284199"
Payment,3491.2053,,"21,15840.730952380907,480110,19537.02312090982"
New-Order,2871.2044643435997,"15,4,2682,0,49139,1,40852,4,40835,10,35350,4,40838,2,40948,8,26092,1,48622,5,40908,8,23974,2,44038,4,49029,4,32774,4,23251,5,55186,7","25,14436.310399999964,480110,19537.02312090982"
New-Order,20930.7299600448,"4,9,2527,0,13771,5,2596,4,7534,5,19390,4,15030,2,1446,7,4966,4,2966,5,11144,6,13754,6,2978,4","27,13488.689629629594,480112,19536.951747883853"
Payment,3027.537,,"25,14436.310399999964,480110,19537.02312090982"
Payment,3065.0967000000005,,"26,14034.010384615349,480110,19537.02312090982"
Payment,21806.001,,"20,15763.757499999956,480109,19537.008978544483"
New-Order,16885.554019622403,"3,10,663,0,7565,3,9126,7,19036,8,11646,10,10966,3,2174,9,19933,1,2982,9","26,13971.281923076887,480113,19536.913016040002"
New-Order,1564.8641323526404,"8,8,2943,0,56319,9,39830,6,49174,6,28021,3,36846,6,56298,6,59030,4,25282,10,30910,7","27,13611.476296296263,480110,19537.02312090982"
New-Order,1418.7935128474799,"8,3,695,0,86942,7,88594,9,75990,2,89012,9,96834,8,68550,8,67269,4,76694,2,72770,2,76054,4,80162,7,72782,5,95310,6","24,14003.032083333295,480110,19537.02312090982"
Delivery,7188.240000000001,"13,0,0","26,13971.281923076887,480113,19536.913016040002"
Payment,475.58340000000004,,"28,13154.188214285681,480110,19537.02312090982"
Payment,3491.2053,,"22,15208.672727272684,480110,19537.02312090982"
New-Order,2812.6345060051003,"15,9,2404,0,24372,7,47629,8,40978,2,27635,6,40462,7,39946,10,32654,7,36848,4,56434,9,49166,7","26,13972.198076923045,480114,19536.88130110768"
New-Order,1874.8553477347402,"13,2,2667,0,24532,2,21326,7,57358,7,21197,7,24405,3,38790,7,29929,8,32278,6","25,14357.727999999965,480114,19536.88130110768"
Payment,16549.4745,,"27,14304.553703703674,480117,19536.824577946652"
Delivery,4734.862499999999,"1,0,0","27,14304.553703703674,480117,19536.824577946652"
Payment,1009.6973999999998,,"25,15276.61999999997,480116,19536.81480517211"
New-Order,1691.7018583500003,"3,4,615,0,50070,3,44035,7,51214,7,32785,10,42462,3,47126,6,43774,7","25,15247.048399999969,480117,19536.824577946652"
New-Order,21616.822343772594,"15,10,2687,0,11739,3,13205,3,5406,6,2950,4,17606,1,9494,4,10654,9,13262,4,9658,8,6530,10,17549,1","25,15247.048399999969,480117,19536.824577946652"
New-Order,383.422195107,"3,6,2671,0,89140,4,89134,2,85770,1,95291,6,72432,4,75862,5,71252,5,85006,6,85078,1,91222,1,67921,9","25,15276.61999999997,480116,19536.81480517211"
New-Order,2793.7790883239995,"11,7,807,0,22486,3,38662,10,49046,5,30438,2,48645,9,52694,8,57174,4,31761,2,57173,9,30118,1,32781,6,25046,6,38790,10","26,14832.146538461508,480118,19536.785109139862"
Payment,475.58340000000004,,"28,13127.091071428538,480111,19536.985433889273"
New-Order,1741.2304678691999,"15,9,710,0,40978,10,25036,8,49166,3,49614,10,31566,10,38598,9,59924,3,45075,6,25429,1,59338,8,39924,4","25,15253.027199999968,480119,19536.75339480423"
Payment,1642.68,,"26,14802.8142307692,480119,19536.75339480423"
Payment,2126.7279000000003,,"26,14789.07576923074,480117,19536.824577946652"
Stock-Level,5785.955000000001,"8,6","21,15134.67857142853,480107,19537.07804020773"
New-Order,1526.93162420288,"13,9,2623,0,54958,2,54422,2,29620,1,40470,9,23380,6,48904,7,40194,9,33806,4,30390,4,40818,5,48141,5,55054,6,32006,3","27,14363.803703703674,480119,19536.75339480423"
New-Order,683.3366994602401,"1,7,103,0,61175,6,66646,6,72648,8,97298,2,92116,2,65058,3,95794,5,61270,10,71732,6,89136,1,64773,7,63909,3,73814,9","25,14645.788399999967,480121,19536.71716327762"
Payment,21140.640000000003,,"26,14130.43269230766,480120,19536.75525828962"
New-Order,2710.5921512592986,"3,7,1615,0,25026,2,39942,3,39445,4,31766,2,40938,8,36754,10,39954,8,57074,6,49172,1,32750,1,40934,2,24278,5,40931,8,35853,6","28,14164.369642857113,480121,19536.71716327762"
Stock-Level,4857.859999999999,"6,6","22,16317.374999999958,480109,19537.008978544483"
New-Order,34209.712216622174,"4,10,1864,0,11148,4,9118,1,13640,2,2822,10,1942,5,8098,7,9678,5,12282,3,13661,2,2958,6,2974,4,13102,10,18902,6,9686,7,2534,8","25,14645.788399999967,480121,19536.71716327762"
Payment,1015.173,,"29,13944.173448275835,480122,19536.641227956196"
Payment,33760.071,,"29,13944.173448275835,480123,19536.641227956196"
Payment,3731.200200000001,,"27,14656.875925925895,480121,19536.71716327762"
New-Order,12858.690406515805,"8,6,1391,0,2982,7,7073,8,2852,7,13604,5,9643,10,1825,3,9162,8,11405,10","27,14804.71999999997,480124,19536.606005698555"
Payment,1567.7145,,"28,14294.257142857114,480122,19536.677695023373"
New-Order,1968.9386026526997,"15,10,1662,0,22884,4,40550,3,25434,2,40774,8,56446,2,25010,8,44950,8,49124,10","28,14369.751071428544,480123,19536.641227956196"
Payment,20116.341900000003,,"29,13291.929310344802,480125,19536.61423895863"
Payment,3220.9730999999997,,"29,13291.929310344802,480125,19536.61423895863"
New-Order,2829.2493342052803,"13,6,2399,0,36861,8,44246,7,23622,1,24710,2,34262,5,30742,1,32741,7,25555,2,40470,3,30214,6,49172,7,30224,7,48872,3,32526,9,48622,2","28,13613.507499999974,480125,19536.61423895863"
Stock-Level,2599.687999999999,"8,9","27,14304.553703703674,480117,19536.824577946652"
Payment,1567.7145,,"28,13613.507499999974,480125,19536.61423895863"
New-Order,1318.5886220639998,"15,10,1657,0,56842,1,32470,4,57172,10,38926,8,57278,8,39956,7,53270,3","28,14655.461785714255,480128,19536.5911804769"
Payment,2857.4856000000004,,"26,14189.121538461506,480121,19536.71716327762"
New-Order,2804.6947708919997,"11,7,199,0,21350,4,46038,6,48913,7,54541,3,49164,5,28181,2,28670,7,53680,6,47086,2,56337,4,56576,6,42996,4,30694,4,24533,6","27,15126.573333333301,480129,19536.554521284932"
New-Order,477.77167893371,"4,10,1087,0,80852,2,60222,9,72508,5,78828,6,62976,6,88630,9,61462,1,63498,1,75526,7","28,13844.164999999972,480127,19536.62227677263"
New-Order,2117.2039001836797,"8,6,2566,0,56297,8,48125,5,38928,2,39668,9,38933,8,26645,2,55317,10,53142,2,30734,5,49028,7","27,14804.71999999997,480124,19536.606005698555"
New-Order,1023.4399210291198,"4,3,861,0,74706,7,80970,7,69199,4,71510,5,80658,9,97332,7,66645,5,97219,8,97357,7,71622,1,60421,10,94293,10,60374,7,79924,1","30,14352.300666666642,480125,19536.61423895863"
Order-Status,1468.8,"3,2,0,BARPRICALLY","26,14765.59999999997,480133,19536.463147627874"
Order-Status,835.0299999999997,"11,3,455,null","27,14365.075555555526,480133,19536.463147627874"
New-Order,3203.8495245993595,"6,5,710,0,31750,2,28614,7,47798,8,57349,7,35861,10,59382,7,24510,3,29268,5,46842,1,32276,5,47888,5,56849,2","26,14698.838846153814,480131,19536.533148765677"
New-Order,2330.426411128199,"15,8,1642,0,37862,7,40980,4,25044,1,34501,3,40945,9,57356,4,57106,4,52134,1,49174,9,31763,8","27,14765.59999999997,480133,19536.463147627874"
Payment,36533.4867,,"28,14655.461785714255,480128,19536.5911804769"
Payment,32255.244000000002,,"28,14677.903928571397,480129,19536.554521284932"
Payment,3413.7270000000003,,"27,14323.235925925896,480131,19536.533148765677"
Payment,1382.6537999999998,,"28,14411.44535714283,480124,19536.606005698555"
New-Order,32565.978260505202,"4,2,676,0,8598,3,19400,8,2946,3,1952,8,11102,9,2974,9,11612,3,11210,9,14266,5,11738,3,13785,9,10058,8,12766,10","30,13153.512999999974,480133,19536.463147627874"
New-Order,28234.85425662133,"8,5,2687,0,13790,5,16084,4,13694,7,16638,7,17688,6,1853,6,13757,8,1826,6,9614,5,18686,5,6558,5,19678,10,17748,7,2946,9,2881,8","29,13544.738620689628,480133,19536.463147627874"
New-Order,323.41343354879996,"3,3,878,0,65397,1,90870,1,80339,6,95722,2,72626,3,80468,9,95188,9","30,13153.512999999974,480133,19536.463147627874"
Payment,25632.2151,,"26,14799.689230769198,480132,19536.496489923633"
New-Order,528.1656644879998,"6,7,647,0,63886,7,93524,2,70469,5,80978,3,80886,7,77782,1,80976,2,99414,6,79762,1,87888,4","31,12848.24419354836,480133,19536.463147627874"
Payment,1382.6537999999998,,"28,13891.030357142829,480133,19536.463147627874"
New-Order,439.3410991199999,"8,2,1407,0,61457,1,61458,5,80977,1,64494,7,89168,9,60502,6,80468,2","31,11497.930645161263,480134,19536.516396526833"
Payment,21722.976900000005,,"27,14301.715555555524,480130,19536.56555670342"
New-Order,18402.445776672714,"15,8,2671,0,13750,7,2913,1,11735,9,2434,5,9143,7,12654,9,13785,10","31,11497.930645161263,480134,19536.516396526833"
Delivery,2346.1099999999997,"13,0,0","31,13213.804838709648,480137,19536.480426836537"
New-Order,529.0044011187599,"4,8,1535,0,78869,9,72788,3,78868,7,66134,4,86594,6,71732,10,65511,8","30,13633.102333333303,480137,19536.480426836537"
Stock-Level,5905.0599999999995,"15,7","29,14803.99034482756,480126,19536.576158716696"
New-Order,1467.2494461912,"13,6,1611,0,28360,2,48902,9,49174,8,43018,9,39893,6,56694,3,40833,2,31486,5","32,11772.63343749997,480140,19536.483677427444"
New-Order,1762.04636504064,"4,3,454,0,45049,8,35059,5,39920,7,27413,9,23510,1,45718,2,28694,6,28662,6,32720,7,54068,4","32,11772.63343749997,480140,19536.483677427444"
Delivery,2143.95,"13,0,0","31,13213.804838709648,480137,19536.480426836537"
Payment,17784.7245,,"31,13213.804838709648,480137,19536.480426836537"
Payment,328.104,,"27,14323.235925925896,480131,19536.533148765677"
New-Order,3111.0985385446406,"8,4,1327,0,39694,6,46414,1,28426,1,27106,1,48150,3,29197,5,57149,8,52995,5,40955,3,37904,1,22992,6,51087,10,21387,4,57366,9,53014,4","31,12197.049032258035,480139,19536.46851097289"
Payment,28492.803000000007,,"31,12124.485161290291,480140,19536.483677427444"
New-Order,483.31397216592,"4,1,655,0,65426,1,79958,1,68566,7,71765,1,63190,4,68181,7,64899,8,88533,1,80589,5,70738,5,94795,7","30,12579.051999999969,480139,19536.46851097289"
New-Order,1859.2083647199997,"15,9,374,0,79694,8,65298,10,96932,10,97238,3,83749,6,67541,8,71495,5,81471,6,88142,7,97331,8,65558,8,65556,8,64692,7,92352,10,97194,10","32,11772.63343749997,480140,19536.483677427444"
Stock-Level,3095.6730000000002,"11,5","30,13153.512999999974,480133,19536.463147627874"
Stock-Level,34168.988,"6,8","21,15109.673809523767,480109,19537.008978544483"
Payment,3473.0694,,"33,11034.906060606032,480142,19536.44878783779"
Payment,694.035,,"32,10280.48749999997,480143,19536.481361157013"
New-Order,2519.575000394759,"4,6,680,0,55277,2,37898,7,25296,9,32648,7,57292,6,57235,3,22820,8,51158,10,28693,5,44621,3","33,9998.272424242396,480143,19536.481361157013"
Payment,884.3661000000001,,"34,11250.93499999997,480140,19536.483677427444"
Delivery,12044.4,"3,0,0","33,11034.906060606032,480142,19536.44878783779"
